id	abbrev	charge	formula	mass	name	deltaG
cpd00123_c0	cpd00123_c0	-1	C5H7O3	0	3-Methyl-2-oxobutanoate_c0	-111.26
cpd00171_c0	cpd00171_c0	-2	C5H9O8P	0	D-Ribulose5-phosphate_c0	-393.5
cpd00047_c0	cpd00047_c0	-1	CHO2	0	Formate_c0	-83.9
cpd11225_c0	cpd11225_c0	-2	C4H7O6P	0	3-4-dihydroxy-2-butanone4-phosphate_c0	-320.85
cpd00342_c0	cpd00342_c0	0	C7H14N2O3	0	N-Acetylornithine_c0	-115.26
cpd00064_c0	cpd00064_c0	1	C5H13N2O2	0	Ornithine_c0	-85.66
cpd11421_c0	cpd11421_c0	0	C6H9NO2R2S2	0	trdrd_c0	10000000
cpd11420_c0	cpd11420_c0	0	C6H7NO2R2S2	0	trdox_c0	10000000
cpd02333_c0	cpd02333_c0	-2	C7H3NO4	0	Quinolinate_c0	-119.77
cpd00095_c0	cpd00095_c0	-2	C3H5O6P	0	Glycerone-phosphate_c0	-320.66
cpd03470_c0	cpd03470_c0	-2	C4H3NO4	0	Iminoaspartate_c0	-173.6
cpd15685_c0	cpd15685_c0	-2	C40H71N3O15P2	0	CDP-1,2-diisotetradecanoylglycerol_c0	-647.7
cpd15691_c0	cpd15691_c0	-2	C34H64NO10P	0	Diisotetradecanoylphosphatidylserine_c0	-431.98
cpd11585_e0	cpd11585_e0	0	C5H10N2O3	0	L-alanylglycine_e0	-118.5
cpd11585_c0	cpd11585_c0	0	C5H10N2O3	0	L-alanylglycine_c0	-118.5
cpd00162_c0	cpd00162_c0	1	C2H8NO	0	Aminoethanol_c0	-44.51
cpd00519_c0	cpd00519_c0	-5	C25H35N7O19P3S	0	D-methylmalonyl-CoA_c0	-863.85
cpd00086_c0	cpd00086_c0	-4	C24H36N7O17P3S	0	Propionyl-CoA_c0	-784.21
cpd04393_c0	cpd04393_c0	-1	C8H9O4	0	2-Hydroxy-6-oxo-octa-2,4-dienoate_c0	-108.85
cpd00141_c0	cpd00141_c0	-1	C3H5O2	0	Propionate_c0	-85.13
cpd00461_c0	cpd00461_c0	-1	C5H5O3	0	Oxopent-4-enoate_c0	-82.8
cpd11582_e0	cpd11582_e0	0	C7H14N2O4	0	ala-L-Thr-L_e0	-155.11
cpd11582_c0	cpd11582_c0	0	C7H14N2O4	0	ala-L-Thr-L_c0	-155.11
cpd11767_c0	cpd11767_c0	-3	C19H26N2O21P3R2	0	tRNA uridine_c0	10000000
cpd00147_c0	cpd00147_c0	0	C11H15N5O3S	0	5-Methylthioadenosine_c0	1.27
cpd12564_c0	cpd12564_c0	-4	C23H32N3O23P3R2	0	tRNA 3-(3-amino-3-carboxypropyl)-uridine_c0	10000000
cpd00012_e0	cpd00012_e0	-3	HO7P2	0	PPi_e0	-480.93
cpd00810_c0	cpd00810_c0	-3	C10H10N2O11P	0	Orotidylic acid_c0	-479.18
cpd00091_c0	cpd00091_c0	-2	C9H11N2O9P	0	UMP_c0	-397.77
cpd00258_c0	cpd00258_c0	0	C5H10O5	0	D-Ribulose_c0	-180.95
cpd08454_c0	cpd08454_c0	0	C21H24N2O3	0	16-Hydroxytabersonine_c0	10000000
cpd08486_c0	cpd08486_c0	0	C22H26N2O3	0	16-Methoxytabersonine_c0	10000000
cpd02654_c0	cpd02654_c0	-2	C6H8NO4PS	0	4-Methyl-5--2-phosphoethyl-thiazole_c0	-219.61
cpd02894_c0	cpd02894_c0	-2	C6H9N3O7P2	0	4-Amino-2-methyl-5-diphosphomethylpyrimidine_c0	-412.04
cpd00793_c0	cpd00793_c0	-1	C12H16N4O4PS	0	Thiamine phosphate_c0	-160.32
cpd00118_c0	cpd00118_c0	2	C4H14N2	0	Putrescine_c0	-6.02
cpd00345_c0	cpd00345_c0	-2	C20H23N7O6	0	5-Methyltetrahydrofolate_c0	-101.7
cpd00125_c0	cpd00125_c0	-2	C20H21N7O6	0	5-10-Methylenetetrahydrofolate_c0	-93.65
cpd02738_c0	cpd02738_c0	-4	C30H35N9O12	0	5-Methyltetrahydropteroyltri-L-glutamate_c0	-315.66
cpd02555_c0	cpd02555_c0	-4	C29H33N9O12	0	Tetrahydropteroyltri-L-glutamate_c0	-327.93
cpd11586_e0	cpd11586_e0	-1	C8H13N2O5	0	ala-L-glu-L_e0	-194.9
cpd11586_c0	cpd11586_c0	-1	C8H13N2O5	0	ala-L-glu-L_c0	-194.9
cpd00307_c0	cpd00307_c0	0	C4H5N3O	0	Cytosine_c0	-8.68
cpd00092_c0	cpd00092_c0	0	C4H4N2O2	0	Uracil_c0	-61.07
cpd02210_c0	cpd02210_c0	-2	C11H12NO6P	0	Indoleglycerol phosphate_c0	-267.57
cpd00102_c0	cpd00102_c0	-2	C3H5O6P	0	Glyceraldehyde3-phosphate_c0	-319.2
cpd00359_c0	cpd00359_c0	0	C8H7N	0	indol_c0	54.41
cpd00330_c0	cpd00330_c0	-2	C19H19N7O6	0	Dihydrofolate_c0	-109.12
cpd02046_c0	cpd02046_c0	-2	C20H19N7O7	0	10-Formyldihydrofolate_c0	-139.92
cpd12225_c0	cpd12225_c0	0	CH3RS2	0	Dihydrolipolprotein_c0	10000000
cpd12005_c0	cpd12005_c0	0	CHRS2	0	Lipoylprotein_c0	10000000
cpd15605_c0	cpd15605_c0	0	C11H14N2O3	0	Gly-Phe_c0	10000000
cpd00066_c0	cpd00066_c0	0	C9H11NO2	0	L-Phenylalanine_c0	-51.05
cpd01977_c0	cpd01977_c0	-2	C4H6NO7P	0	4-Phospho-L-aspartate_c0	-380.65
cpd00129_e0	cpd00129_e0	0	C5H9NO2	0	L-Proline_e0	-62.54
cpd00971_e0	cpd00971_e0	1	Na	0	Na+_e0	10000000
cpd00129_c0	cpd00129_c0	0	C5H9NO2	0	L-Proline_c0	-62.54
cpd00971_c0	cpd00971_c0	1	Na	0	Na+_c0	10000000
cpd15523_c0	cpd15523_c0	-1	C31H56O8P	0	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate_c0	-319.98
cpd15422_c0	cpd15422_c0	-2	C40H67N3O15P2	0	CDP-1,2-ditetradec-7-enoylglycerol_c0	-599.36
cpd00493_c0	cpd00493_c0	-1	C8H12N2O5P	0	Pyridoxamine phosphate_c0	-244.68
cpd00016_c0	cpd00016_c0	-2	C8H8NO6P	0	Pyridoxal phosphate_c0	-272
cpd00446_c0	cpd00446_c0	-1	C10H11N5O6P	0	cAMP_c0	-191.87
cpd11464_c0	cpd11464_c0	-2	C15H28N2O8PRS	0	Butyryl-ACP_c0	10000000
cpd11492_c0	cpd11492_c0	-2	C14H24N2O10PRS	0	Malonyl-acyl-carrierprotein-_c0	10000000
cpd11486_c0	cpd11486_c0	-2	C17H30N2O9PRS	0	3-Oxohexanoyl-[acp]_c0	10000000
cpd11493_c0	cpd11493_c0	-2	C11H22N2O7PRS	0	ACP_c0	10000000
cpd03333_c0	cpd03333_c0	0	C11H12O4	0	Sinapaldehyde_c0	-68.71
cpd00373_c0	cpd00373_c0	-1	C11H11O5	0	Sinapate_c0	-121.41
cpd00268_c0	cpd00268_c0	-1	HO3S2	0	H2S2O3_c0	-122.7
cpd00081_c0	cpd00081_c0	-1	HO3S	0	Sulfite_c0	-126.15
cpd00053_c0	cpd00053_c0	0	C5H10N2O3	0	L-Glutamine_c0	-121.69
cpd00132_c0	cpd00132_c0	0	C4H8N2O3	0	L-Asparagine_c0	-123.31
cpd00232_c0	cpd00232_c0	-1	C11H18NO9	0	Neu5Ac_c0	-326.4
cpd00112_c0	cpd00112_c0	-2	C20H29N4O16P	0	CMP-N-acetylneuraminate_c0	-610.28
cpd15423_c0	cpd15423_c0	-2	C40H71N3O15P2	0	CDP-1,2-ditetradecanoylglycerol_c0	-644.08
cpd15553_c0	cpd15553_c0	-2	C34H64NO10P	0	phosphatidylserine ditetradecanoyl_c0	-428.36
cpd00635_e0	cpd00635_e0	2	C62H91CoN13O14P	0	Cbl_e0	10000000
cpd00635_c0	cpd00635_c0	2	C62H91CoN13O14P	0	Cbl_c0	10000000
cpd15418_c0	cpd15418_c0	-2	C44H75N3O15P2	0	CDP-1,2-dihexadec-9-enoylglycerol_c0	-592.88
cpd15556_c0	cpd15556_c0	-2	C38H68NO10P	0	phosphatidylserine dihexadec-9-enoyl_c0	-377.16
cpd01646_c0	cpd01646_c0	-2	C7H10O5	0	2-Isopropylmalate_c0	-201.18
cpd00242_c0	cpd00242_c0	-1	CHO3	0	H2CO3_c0	-140.26
cpd12848_c0	cpd12848_c0	0	C17H27N5O4R2S	0	Holo-[carboxylase]_c0	10000000
cpd12543_c0	cpd12543_c0	-1	C18H26N5O6R2S	0	Carboxybiotin-carboxyl-carrier protein_c0	10000000
cpd00239_c0	cpd00239_c0	-1	HS	0	H2S_c0	-6.66
cpd12390_c0	cpd12390_c0	0	C6H8N2O2R2	0	Peptidylproline (omega=180)_c0	10000000
cpd12358_c0	cpd12358_c0	0	C6H8N2O2R2	0	Peptidylproline (omega=0)_c0	10000000
cpd00383_c0	cpd00383_c0	-1	C7H9O5	0	Shikimate_c0	-171.29
cpd02030_c0	cpd02030_c0	-3	C7H8O8P	0	3-phosphoshikimate_c0	-383.79
cpd00219_c0	cpd00219_c0	-2	C10H8O6	0	Prephenate_c0	-186.17
cpd00868_c0	cpd00868_c0	-1	C9H7O4	0	p-hydroxyphenylpyruvate_c0	-115.3
cpd00038_c0	cpd00038_c0	-3	C10H13N5O14P3	0	GTP_c0	-724.3
cpd00485_c0	cpd00485_c0	-2	C6H11O9P	0	D-Mannose1-phosphate_c0	-430.78
cpd00035_c0	cpd00035_c0	0	C3H7NO2	0	L-Alanine_c0	-87.92
cpd00100_c0	cpd00100_c0	0	C3H8O3	0	Glycerol_c0	-116.18
cpd00157_c0	cpd00157_c0	0	C3H6O3	0	Glycerone_c0	-108.16
cpd15500_c0	cpd15500_c0	0	C51H72O2	0	Menaquinone 8_c0	206.06
cpd15499_c0	cpd15499_c0	0	C51H74O2	0	Menaquinol 8_c0	180.271
cpd02574_c0	cpd02574_c0	-2	C6H11O7PS	0	methylthioribose-1-phosphate_c0	-347.5
cpd02791_c0	cpd02791_c0	-2	C6H11O7PS	0	methylthioribulose-1-phosphate_c0	-346.88
cpd02547_c0	cpd02547_c0	-1	C3H9NO4P	0	(R)-1-Aminopropan-2-yl phosphate_c0	-257.2
cpd03917_c0	cpd03917_c0	3	C55H79CoN15O11	0	Adenosylcobyric acid_c0	10000000
cpd03919_c0	cpd03919_c0	2	C58H86CoN16O14P	0	Adenosyl cobinamide phosphate_c0	10000000
cpd00652_c0	cpd00652_c0	-2	C6H8O8	0	D-Mucic acid_c0	-311.88
cpd00515_c0	cpd00515_c0	-2	C6H6O7	0	5-Dehydro-4-deoxy-D-glucarate_c0	-263.36
cpd01620_c0	cpd01620_c0	-7	C42H41N4O16	0	Precorrin 2_c0	10000000
cpd03420_c0	cpd03420_c0	-7	C43H43N4O16	0	Precorrin 3A_c0	10000000
cpd00689_c0	cpd00689_c0	-1	C10H13N2O4	0	Porphobilinogen_c0	-118.18
cpd00755_c0	cpd00755_c0	-8	C40H38N4O17	0	Hydroxymethylbilane_c0	-479.5
cpd00196_c0	cpd00196_c0	-2	C2H3O5P	0	Acetylphosphate_c0	-301.65
cpd11472_c0	cpd11472_c0	-2	C17H31N2O8PRS	0	Hexanoyl-ACP_c0	10000000
cpd11490_c0	cpd11490_c0	-2	C19H34N2O9PRS	0	3-oxooctanoyl-acp_c0	10000000
cpd15529_c0	cpd15529_c0	0	C33H66NO8P	0	phosphatidylethanolamine ditetradecanoyl_c0	-347.71
cpd00655_c0	cpd00655_c0	-2	C21H33N7O13P2S	0	Dephospho-CoA_c0	-539.494
cpd01775_c0	cpd01775_c0	-5	C15H20N5O20P4	0	Phosphoribosyl-ATP_c0	-1015.22
cpd00103_c0	cpd00103_c0	-4	C5H9O14P3	0	PRPP_c0	-814.62
cpd00858_c0	cpd00858_c0	0	C5H9NO3	0	L-Glutamate5-semialdehyde_c0	-111.43
cpd02431_c0	cpd02431_c0	-1	C5H6NO2	0	1-Pyrroline-5-carboxylate_c0	-59.27
cpd00498_c0	cpd00498_c0	-1	C6H9O4	0	2-Aceto-2-hydroxybutanoate_c0	-151.56
cpd10162_c0	cpd10162_c0	-1	C6H9O4	0	(R)-3-Hydroxy-3-methyl-2-oxopentanoate_c0	-149.1
cpd15352_c0	cpd15352_c0	0	C50H70O2	0	2-Demethylmenaquinone 8_c0	206.47
cpd15353_c0	cpd15353_c0	0	C50H72O2	0	2-Demethylmenaquinol 8_c0	181.901
cpd00203_c0	cpd00203_c0	-4	C3H4O10P2	0	1,3-Bisphospho-D-glycerate_c0	-586.8
cpd00001_e0	cpd00001_e0	0	H2O	0	H2O_e0	-56.687
cpd00023_e0	cpd00023_e0	-1	C5H8NO4	0	L-Glutamate_e0	-164.13
cpd00282_c0	cpd00282_c0	-1	C5H5N2O4	0	S-Dihydroorotate_c0	-151.52
cpd00247_c0	cpd00247_c0	-1	C5H3N2O4	0	Orotate_c0	-142.48
cpd11537_c0	cpd11537_c0	-1	C26H47N2O9PRS	0	13-methyl-3-oxo-tetra-decanoyl-ACP_c0	10000000
cpd11538_c0	cpd11538_c0	-1	C26H49N2O9PRS	0	13-methyl-3-hydroxy-tetra-decanoyl-ACP_c0	10000000
cpd00774_c0	cpd00774_c0	-8	C40H36N4O16	0	UroporphyrinogenIII_c0	10000000
cpd15557_c0	cpd15557_c0	-2	C42H80NO10P	0	phosphatidylserine dioctadecanoyl_c0	-415.4
cpd15533_c0	cpd15533_c0	0	C41H82NO8P	0	phosphatidylethanolamine dioctadecanoyl_c0	-334.75
cpd01357_c0	cpd01357_c0	-1	C8H7O3	0	(R)-Mandelate_c0	-87.92
cpd01447_c0	cpd01447_c0	-1	C8H5O3	0	Benzoylformate_c0	-78.99
cpd00299_c0	cpd00299_c0	-2	C9H11N2O8P	0	dUMP_c0	-357.93
cpd02857_c0	cpd02857_c0	-3	C7H10O10P	0	DAHP_c0	-469.06
cpd00699_c0	cpd00699_c0	-1	C7H9O6	0	5-Dehydroquinate_c0	-214.49
cpd00192_c0	cpd00192_c0	-4	C30H38N7O18P3S	0	4-Coumaroyl-CoA_c0	-770.83
cpd05630_c0	cpd05630_c0	-1	C27H29O15	0	Pelargonin_c0	10000000
cpd15065_c0	cpd15065_c0	-1	C36H35O17	0	Pelargonidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)_c0	10000000
cpd03915_c0	cpd03915_c0	-2	C45H59CoN6O12	0	Cob(I)yrinate diamide_c0	10000000
cpd00421_c0	cpd00421_c0	-3	H2O10P3	0	Triphosphate_c0	10000000
cpd03916_c0	cpd03916_c0	-1	C55H71CoN11O15	0	Adenosyl cobyrinate diamide_c0	10000000
cpd00087_c0	cpd00087_c0	-2	C19H21N7O6	0	Tetrahydrofolate_c0	-113.97
cpd02152_c0	cpd02152_c0	-1	C10H17N4O6	0	L-Argininosuccinate_c0	-224.81
cpd00051_c0	cpd00051_c0	1	C6H15N4O2	0	L-Arginine_c0	-73.77
cpd00128_c0	cpd00128_c0	0	C5H5N5	0	Adenine_c0	78.85
cpd00226_c0	cpd00226_c0	0	C5H4N4O	0	HYXN_c0	23.12
cpd15687_c0	cpd15687_c0	-2	C42H75N3O15P2	0	CDP-1,2-dianteisopentadecanoylglycerol_c0	-644.46
cpd15693_c0	cpd15693_c0	-2	C36H68NO10P	0	Dianteisopentadecanoylphosphatidylserine_c0	-428.74
cpd00626_c0	cpd00626_c0	-2	C16H24N2O16P2	0	dTDPglucose_c0	-723.12
cpd00220_c0	cpd00220_c0	-1	C17H19N4O6	0	Riboflavin_c0	-110.72
cpd00739_c0	cpd00739_c0	0	C17H22N4O6	0	Reduced riboflavin_c0	-133.83
cpd02978_c0	cpd02978_c0	-3	C9H13N5O13P3	0	7,8-Dihydroneopterin 3'-triphosphate_c0	-704.45
cpd03666_c0	cpd03666_c0	-3	C9H15N5O14P3	0	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)- amino-4-oxopyrimidine_c0	-753.92
cpd00290_c0	cpd00290_c0	-4	C6H10O12P2	0	D-fructose-1,6-bisphosphate_c0	-644.17
cpd00072_c0	cpd00072_c0	-2	C6H11O9P	0	D-fructose-6-phosphate_c0	-431.67
cpd09846_c0	cpd09846_c0	0	C6H10N6	0	Cyromazine_c0	85.84
cpd09847_c0	cpd09847_c0	0	C6H9N5O	0	N-Cyclopropylammeline_c0	42.3
cpd01061_c0	cpd01061_c0	0	C10H16O	0	Geranial_c0	17.34
cpd15165_c0	cpd15165_c0	-1	C10H15O2	0	Geranic acid_c0	-35.36
cpd11554_c0	cpd11554_c0	-1	C21H37N2O9PRS	0	8-methyl-3-oxo-nonanoyl-ACP_c0	10000000
cpd11555_c0	cpd11555_c0	-1	C21H39N2O9PRS	0	8-methyl-3-hydroxy-nonanoyl-ACP_c0	10000000
cpd00668_c0	cpd00668_c0	-1	C5H7O4	0	ALCTT_c0	-153.18
cpd00361_c0	cpd00361_c0	0	C4H8O2	0	ACTN_c0	-72.12
cpd00357_c0	cpd00357_c0	-3	C10H14N2O14P3	0	TTP_c0	-774.34
cpd00297_c0	cpd00297_c0	-2	C10H14N2O11P2	0	dTDP_c0	-566.34
cpd00216_c0	cpd00216_c0	-2	C10H8O6	0	Chorismate_c0	-169.49
cpd00093_c0	cpd00093_c0	-1	C7H6NO2	0	Anthranilate_c0	-48.99
cpd00274_c0	cpd00274_c0	0	C6H13N3O3	0	Citrulline_c0	-123.87
cpd11588_c0	cpd11588_c0	0	C7H12N2O3	0	gly-pro-L_c0	-93.95
cpd11341_c0	cpd11341_c0	0	C9H16N2O4	0	gamma-glutamyl-gamma-butyraldehyde_c0	-138.77
cpd11408_c0	cpd11408_c0	-1	C9H15N2O5	0	gamma-Glutamyl-GABA_c0	-191.47
cpd00031_c0	cpd00031_c0	-2	C10H13N5O11P2	0	GDP_c0	-516.3
cpd11438_c0	cpd11438_c0	-1	C15H29O2	0	fa4_c0	-67.5
cpd11439_c0	cpd11439_c0	-3	C36H61N7O17P3S	0	fa4coa_c0	-766.58
cpd01017_e0	cpd01017_e0	0	C5H10N2O3S	0	Cys-Gly_e0	-113.974
cpd01017_c0	cpd01017_c0	0	C5H10N2O3S	0	Cys-Gly_c0	-113.974
cpd11570_c0	cpd11570_c0	-1	C29H53N2O9PRS	0	3-Oxooctodecanoyl-ACP_c0	10000000
cpd11571_c0	cpd11571_c0	-1	C29H55N2O9PRS	0	3-Hydroxyoctodecanoyl-ACP_c0	10000000
cpd01306_c0	cpd01306_c0	0	C30H50O	0	Cycloartenol_c0	10000000
cpd05727_c0	cpd05727_c0	0	C31H52O	0	24-Methylenecycloartanol_c0	10000000
cpd00134_c0	cpd00134_c0	-4	C37H62N7O17P3S	0	Palmitoyl-CoA_c0	-763.15
cpd00365_c0	cpd00365_c0	0	C20H30O	0	Retinol_c0	70.9
cpd01691_c0	cpd01691_c0	0	C36H60O2	0	Retinol palmitate_c0	56.13
cpd00641_c0	cpd00641_c0	1	C6H12N3O	0	L-Histidinol_c0	-2.41
cpd01324_c0	cpd01324_c0	1	C6H10N3O	0	L-Histidinal_c0	7.07
cpd15679_c0	cpd15679_c0	-1	C31H60O8P	0	1,2-diisotetradecanoyl-sn-glycerol 3-phosphate_c0	-368.32
cpd15720_c0	cpd15720_c0	-2	C36H70O13P2	0	Dianteisopentadecanoylphosphatidylglycerophosphate_c0	-632.26
cpd00013_e0	cpd00013_e0	1	H4N	0	NH3_e0	-18.97
cpd00497_c0	cpd00497_c0	-2	C10H11N4O9P	0	XMP_c0	-364.43
cpd00126_c0	cpd00126_c0	-2	C10H12N5O8P	0	GMP_c0	-308.3
cpd00224_c0	cpd00224_c0	0	C5H10O5	0	L-Arabinose_c0	-180.06
cpd00397_c0	cpd00397_c0	0	C5H10O5	0	L-Ribulose_c0	-180.95
cpd00863_c0	cpd00863_c0	-2	C6H11O9P	0	beta-D-Glucose 6-phosphate_c0	-430.78
cpd02415_c0	cpd02415_c0	0	C5H13N2O6P	0	Serine phosphoethanolamine_c0	-319.66
cpd00285_c0	cpd00285_c0	-1	C2H7NO4P	0	Phosphoethanolamine_c0	-257.01
cpd00241_c0	cpd00241_c0	-3	C10H13N5O13P3	0	dGTP_c0	-684.46
cpd00186_c0	cpd00186_c0	-1	C5H8NO4	0	D-Glutamate_c0	-164.13
cpd01512_c0	cpd01512_c0	-1	C5H6NO3	0	5-Oxo-D-proline_c0	-110.12
cpd00822_c0	cpd00822_c0	-1	C8H12NO6	0	O-Succinyl-L-homoserine_c0	-236.19
cpd00135_c0	cpd00135_c0	0	C4H9NO2S	0	Homocysteine_c0	-81.774
cpd11620_c0	cpd11620_c0	4	Fe2R4S6	0	Reducedferredoxin_c0	10000000
cpd11621_c0	cpd11621_c0	6	Fe2R4S6	0	Oxidizedferredoxin_c0	10000000
cpd03518_c0	cpd03518_c0	-3	C10H15N5O15P3	0	Formamidopyrimidine nucleoside triphosphate_c0	-790.78
cpd03519_c0	cpd03519_c0	-3	C9H15N5O14P3	0	2,5-Diaminopyrimidine nucleoside triphosphate_c0	-754.54
cpd02734_c0	cpd02734_c0	-2	C7H4O6	0	4-Carboxy-2-hydroxymuconate semialdehyde_c0	-190.57
cpd03596_c0	cpd03596_c0	-2	C6H4O5	0	4-Methylene-2-oxoglutarate_c0	-169.5
cpd09848_c0	cpd09848_c0	0	C6H8N4O2	0	N-Cyclopropylammelide_c0	-1.24
cpd03962_c0	cpd03962_c0	0	C3H3N3O3	0	Cyanuric acid_c0	-78.84
cpd09849_c0	cpd09849_c0	1	C3H8N	0	Cyclopropylamine_c0	19.35
cpd10515_e0	cpd10515_e0	2	Fe	0	Fe2+_e0	-18.85
cpd10515_c0	cpd10515_c0	2	Fe	0	Fe2+_c0	-18.85
cpd15419_c0	cpd15419_c0	-2	C44H79N3O15P2	0	CDP-1,2-dihexadecanoylglycerol_c0	-637.6
cpd15545_c0	cpd15545_c0	-2	C38H74O13P2	0	Phosphatidylglycerophosphate dihexadecanoyl_c0	-625.4
cpd00790_c0	cpd00790_c0	0	C6H11NO4	0	O-Acetyl-L-homoserine_c0	-159.98
cpd11474_c0	cpd11474_c0	-2	C21H40N2O8PRS	0	Decanoyl-ACP_c0	10000000
cpd11489_c0	cpd11489_c0	-2	C23H42N2O9PRS	0	3-oxododecanoyl-acp_c0	10000000
cpd00105_c0	cpd00105_c0	0	C5H10O5	0	D-Ribose_c0	-181.62
cpd00347_c0	cpd00347_c0	-1	C20H20N7O6	0	5-10-Methenyltetrahydrofolate_c0	-97
cpd00076_c0	cpd00076_c0	0	C12H22O11	0	Sucrose_c0	-377.65
cpd00027_c0	cpd00027_c0	0	C6H12O6	0	D-Glucose_c0	-218.28
cpd02298_c0	cpd02298_c0	0	C18H32O16	0	1F-beta-D-Fructosylsucrose_c0	-537.02
cpd00270_c0	cpd00270_c0	-4	C30H38N7O19P3S	0	Caffeoyl-CoA_c0	-810.31
cpd05546_c0	cpd05546_c0	-1	C27H29O16	0	Cyanin_c0	10000000
cpd15088_c0	cpd15088_c0	-1	C36H35O19	0	Cyanidin 3-glucoside 5-caffeoylglucoside_c0	10000000
cpd15606_c0	cpd15606_c0	0	C11H14N2O4	0	Gly-Tyr_c0	10000000
cpd00069_c0	cpd00069_c0	0	C9H11NO3	0	L-Tyrosine_c0	-90.53
cpd11546_c0	cpd11546_c0	-1	C17H29N2O9PRS	0	4-methyl-3-oxo-pentanoyl-ACP_c0	10000000
cpd11547_c0	cpd11547_c0	-1	C17H31N2O9PRS	0	4-methyl-3-hydroxy-pentanoyl-ACP_c0	10000000
cpd15420_c0	cpd15420_c0	-2	C48H83N3O15P2	0	CDP-1,2-dioctadec-11-enoylglycerol_c0	-586.4
cpd15548_c0	cpd15548_c0	-2	C42H78O13P2	0	Phosphatidylglycerophosphate dioctadec-11-enoyl_c0	-574.2
cpd11591_e0	cpd11591_e0	0	C7H14N2O3S	0	Gly-Met_e0	-106.49
cpd11591_c0	cpd11591_c0	0	C7H14N2O3S	0	Gly-Met_c0	-106.49
cpd11468_c0	cpd11468_c0	-2	C23H44N2O8PRS	0	Dodecanoyl-ACP_c0	10000000
cpd11491_c0	cpd11491_c0	-2	C25H46N2O9PRS	0	3-oxotetradecanoyl-acp_c0	10000000
cpd01318_c0	cpd01318_c0	-1	C26H42NO6	0	Glycocholate_c0	-196.57
cpd00526_c0	cpd00526_c0	-1	C24H39O5	0	Cholate_c0	-165.99
cpd11558_c0	cpd11558_c0	-1	C23H41N2O9PRS	0	10-methyl-3-oxo-undecanoyl-ACP_c0	10000000
cpd11559_c0	cpd11559_c0	-1	C23H43N2O9PRS	0	10-methyl-3-hydroxy-undecanoyl-ACP_c0	10000000
cpd00343_c0	cpd00343_c0	-2	C5H6N2O5	0	N-Carbamoyl-L-aspartate_c0	-203.96
cpd12371_c0	cpd12371_c0	0	C11H16O10R2	0	MGDG_c0	10000000
cpd00049_c0	cpd00049_c0	-1	CO2R	0	Carboxylic acid_c0	10000000
cpd03197_c0	cpd03197_c0	0	C9H18O8	0	Galactosylglycerol_c0	-274.66
cpd00060_c0	cpd00060_c0	0	C5H11NO2S	0	L-Methionine_c0	-75.91
cpd02140_c0	cpd02140_c0	-1	C8H13N3O7P	0	AIR_c0	-297.44
cpd00229_c0	cpd00229_c0	0	C2H4O2	0	Glycolaldehyde_c0	-70.28
cpd00939_c0	cpd00939_c0	0	C6H9N3O	0	Toxopyrimidine_c0	8.46
cpd00009_e0	cpd00009_e0	-2	HO4P	0	Phosphate_e0	-261.974
cpd00227_c0	cpd00227_c0	0	C4H9NO3	0	L-Homoserine_c0	-122.53
cpd00346_c0	cpd00346_c0	0	C4H7NO3	0	L-Aspartate4-semialdehyde_c0	-113.05
cpd09027_c0	cpd09027_c0	-1	C5H5N4O5	0	5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate_c0	-184.24
cpd01567_c0	cpd01567_c0	-1	C4H5N4O3	0	(R)-Allantoin_c0	-116.06
cpd00130_c0	cpd00130_c0	-2	C4H4O5	0	L-Malate_c0	-201
cpd00037_c0	cpd00037_c0	-2	C17H25N3O17P2	0	UDP-N-acetylglucosamine_c0	-756.9
cpd00175_c0	cpd00175_c0	-2	C17H25N3O17P2	0	UDP-N-acetyl-D-galactosamine_c0	-756.9
cpd11521_c0	cpd11521_c0	-1	C18H31N2O9PRS	0	5-methyl-3-oxo-hexanoyl-ACP_c0	10000000
cpd11522_c0	cpd11522_c0	-1	C18H33N2O9PRS	0	5-methyl-3-hydroxy-hexanoyl-ACP_c0	10000000
cpd00367_c0	cpd00367_c0	0	C9H13N3O5	0	Cytidine_c0	-132.88
cpd11912_c0	cpd11912_c0	0	C10H12N5O3R	0	tRNA-Glu_c0	10000000
cpd12227_c0	cpd12227_c0	0	C15H19N6O6R	0	L-Glutamyl-tRNA-Glu_c0	10000000
cpd00918_c0	cpd00918_c0	-1	C7H10NO4	0	2-Acetamido-5-oxopentanoate_c0	-141.03
cpd03244_c0	cpd03244_c0	-1	C26H44NO6S	0	Taurodeoxycholate_c0	-195.763
cpd02733_c0	cpd02733_c0	-1	C24H39O4	0	Deoxycholate_c0	-126.15
cpd01237_c0	cpd01237_c0	-3	C45H71N7O20P3S	0	Choloyl-CoA_c0	-865.07
cpd03248_c0	cpd03248_c0	-3	C48H75N7O21P3S	0	3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA_c0	-892.04
cpd00202_c0	cpd00202_c0	-2	C5H10O7P2	0	DMAPP_c0	-439.18
