Variable index;Variable type;Variable ID;Variable name;Variable data;Upper bound;Lower bound;Max;Min
335;FLUX;rxn00205_c0;rxn00205_c0;2 cpd00042_c0 + cpd00025_c0 => 2 cpd00001_c0 + cpd00111_c0;1000;0;0;0
336;FLUX;rxn02576_c0;rxn02576_c0;cpd00002_c0 + cpd01085_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd01684_c0;1000;-1000;0;0
337;FLUX;rxn02789_c0;rxn02789_c0;cpd01646_c0 <=> cpd00001_c0 + cpd01710_c0;1000;-1000;0;0
338;FLUX;rxn01370_c0;rxn01370_c0;cpd00249_c0 + cpd00241_c0 <=> cpd00067_c0 + cpd00091_c0 + cpd00295_c0;1000;-1000;1000;-1000
339;FLUX;rxn02102_c0;rxn02102_c0;cpd00003_c0 + cpd00465_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd00596_c0;1000;-1000;1000;-1000
340;FLUX;rxn10257_c0;rxn10257_c0;cpd00002_c0 + cpd15705_c0 <=> cpd00008_c0 + cpd15681_c0;1000;-1000;0;0
341;FLUX;rxn12510_c0;rxn12510_c0;cpd00002_c0 + cpd00644_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd02201_c0;1000;-1000;0.00314498;0.000314498
342;FLUX;rxn08943_c0;rxn08943_c0;cpd00009_c0 + cpd15494_c0 <=> cpd00089_c0 + cpd01329_c0;1000;-1000;1000;-1000
343;FLUX;rxn05342_c0;rxn05342_c0;cpd00006_c0 + cpd11484_c0 <=> cpd00005_c0 + cpd11491_c0;1000;-1000;0;0
344;FLUX;rxn00407_c0;rxn00407_c0;cpd00067_c0 + cpd00001_c0 + cpd00052_c0 => cpd00013_c0 + cpd00062_c0;1000;0;498.057;0
345;FLUX;rxn00529_c0;rxn00529_c0;cpd00067_c0 + cpd00069_c0 => cpd00011_c0 + cpd00374_c0;1000;0;0;0
346;FLUX;rxn02405_c0;rxn02405_c0;cpd00875_c0 + cpd00052_c0 => cpd00067_c0 + cpd00012_c0 + cpd02546_c0;1000;0;0.0381037;0.00381037
347;FLUX;rxn01986_c0;rxn01986_c0;cpd00509_c0 <=> cpd00510_c0;1000;-1000;0;0
348;FLUX;rxn00602_c0;rxn00602_c0;cpd00891_c0 <=> cpd00078_c0;1000;-1000;0;0
349;FLUX;rxn00065_c0;rxn00065_c0;cpd00002_c0 => cpd00067_c0 + cpd00012_c0 + cpd00446_c0;1000;0;0;0
350;FLUX;rxn00365_c0;rxn00365_c0;cpd00002_c0 + cpd00367_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00046_c0;1000;-1000;1000;-1000
351;FLUX;rxn02321_c0;rxn02321_c0;cpd00808_c0 <=> cpd02100_c0;1000;-1000;0;0
352;FLUX;rxn01672_c0;rxn01672_c0;cpd00067_c0 + cpd00001_c0 + cpd00356_c0 => cpd00013_c0 + cpd00358_c0;1000;0;999.999;0
353;FLUX;rxn02263_c0;rxn02263_c0;cpd00751_c0 <=> cpd01186_c0;1000;-1000;0;0
354;FLUX;rxn03378_c0;rxn03378_c0;cpd00001_c0 + cpd03393_c0 <=> cpd00182_c0 + cpd03397_c0;1000;-1000;0;0
355;FLUX;rxn02130_c0;rxn02130_c0;cpd00001_c0 + cpd00620_c0 <=> cpd00644_c0 + cpd01160_c0;1000;-1000;0;0
356;FLUX;rxn01122_c0;rxn01122_c0;cpd00608_c0 => cpd00001_c0 + cpd00176_c0;1000;0;0;0
357;FLUX;rxn00368_c0;rxn00368_c0;cpd00367_c0 + cpd00062_c0 <=> cpd00067_c0 + cpd00046_c0 + cpd00014_c0;1000;-1000;999.981;-1000
358;FLUX;rxn01537_c0;rxn01537_c0;cpd00001_c0 + cpd00305_c0 => cpd00067_c0 + cpd00939_c0 + cpd02636_c0;1000;0;0;0
359;FLUX;rxn04603_c0;rxn04603_c0;cpd00007_c0 + cpd09254_c0 => cpd00067_c0 + cpd09255_c0;1000;0;0;0
360;FLUX;rxn03047_c0;rxn03047_c0;cpd00002_c0 + cpd02524_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd02666_c0;1000;-1000;0;0
361;FLUX;rxn00559_c0;rxn00559_c0;cpd00235_c0 <=> cpd00072_c0;1000;-1000;0;0
362;FLUX;rxn08848_c0;rxn08848_c0;cpd00001_c0 + cpd15346_c0 <=> cpd00067_c0 + cpd00214_c0 + cpd02090_c0;1000;-1000;0;0
363;FLUX;rxn08840_c0;rxn08840_c0;cpd00001_c0 + cpd15338_c0 => cpd00067_c0 + cpd00908_c0 + cpd15298_c0;1000;0;0;0
364;FLUX;rxn03923_c0;rxn03923_c0;cpd00009_c0 + cpd00460_c0 <=> cpd00196_c0 + cpd00081_c0;1000;-1000;0;0
365;FLUX;rxn06577_c0;rxn06577_c0;cpd00003_c0 + cpd11953_c0 <=> cpd00067_c0 + cpd00133_c0 + cpd12522_c0;1000;-1000;0;0
366;FLUX;rxn01987_c0;rxn01987_c0;cpd00067_c0 + cpd00008_c0 + cpd00510_c0 <=> cpd00002_c0 + cpd01242_c0;1000;-1000;0;0
367;FLUX;rxn03538_c0;rxn03538_c0;cpd03920_c0 + cpd03423_c0 <=> cpd00067_c0 + cpd00126_c0 + cpd00166_c0;1000;-1000;0.00157249;0.000157249
368;FLUX;rxn01213_c0;rxn01213_c0;cpd00113_c0 + cpd00202_c0 => cpd00067_c0 + cpd00012_c0 + cpd00283_c0;1000;0;0.0174187;0.00174187
369;FLUX;rxn00459_c0;rxn00459_c0;cpd00482_c0 <=> cpd00001_c0 + cpd00061_c0;1000;-1000;0;0
370;FLUX;rxn02085_c0;rxn02085_c0;cpd00067_c0 + cpd02311_c0 <=> cpd00001_c0 + cpd00581_c0;1000;-1000;0.0402528;0.00402528
371;FLUX;rxn02318_c0;rxn02318_c0;cpd00818_c0 <=> cpd00805_c0;1000;-1000;0;0
372;FLUX;rxn08806_c0;rxn08806_c0;cpd00001_c0 + cpd15316_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd00214_c0;1000;-1000;0;0
373;FLUX;rxn05195_c0;rxn05195_c0;cpd00002_c0 + cpd00001_c0 + cpd10516_e0[e] => cpd00067_c0 + cpd00009_c0 + cpd00008_c0 + cpd10516_c0;1000;0;0.00628997;0.000628997
374;FLUX;rxn10234_c0;rxn10234_c0;2 cpd00067_c0 + cpd15691_c0 <=> cpd00011_c0 + cpd15697_c0;1000;-1000;0;0
375;FLUX;rxn01366_c0;rxn01366_c0;cpd00009_c0 + cpd00249_c0 <=> cpd00092_c0 + cpd00475_c0;1000;-1000;999.972;0.0251275
376;FLUX;rxn00461_c0;rxn00461_c0;cpd00061_c0 + cpd00037_c0 <=> cpd00009_c0 + cpd02820_c0;1000;-1000;0.0127012;0.00127012
377;FLUX;rxn00181_c0;rxn00181_c0;cpd00002_c0 + cpd00067_c0 + cpd00023_c0 <=> cpd00008_c0 + cpd03413_c0;1000;-1000;0;0
378;FLUX;rxn00669_c0;rxn00669_c0;cpd00002_c0 + cpd00010_c0 + cpd00141_c0 <=> cpd00009_c0 + cpd00008_c0 + cpd00086_c0;1000;-1000;1000;-997.788
379;FLUX;rxn11760_c0;rxn11760_c0;cpd00002_c0 + cpd16437_c0 <=> cpd00008_c0 + cpd16438_c0;1000;-1000;0;0
380;FLUX;rxn00858_c0;rxn00858_c0;cpd00001_c0 + cpd00152_c0 => cpd00073_c0 + cpd00118_c0;1000;0;0;0
381;FLUX;rxn03136_c0;rxn03136_c0;cpd02921_c0 <=> cpd00067_c0 + cpd00106_c0 + cpd02851_c0;1000;-1000;0;0
382;FLUX;rxn01043_c0;rxn01043_c0;cpd00006_c0 + cpd00306_c0 <=> cpd00067_c0 + cpd00005_c0 + cpd00154_c0;1000;-1000;0;0
383;FLUX;rxn12052_c0;rxn12052_c0;cpd14475_c0 + cpd01418_c0 <=> cpd00001_c0 + cpd02026_c0 + cpd11848_c0;1000;-1000;0;0
384;FLUX;rxn05287_c0;rxn05287_c0;cpd00113_c0 + cpd00289_c0 => cpd00067_c0 + cpd00012_c0 + cpd02591_c0;1000;0;0.00471748;0.000471748
385;FLUX;rxn11727_c0;rxn11727_c0;cpd00001_c0 + cpd14899_c0 <=> 2 cpd00067_c0 + cpd00010_c0 + cpd16337_c0;1000;-1000;0;0
386;FLUX;rxn09101_c0;rxn09101_c0;cpd00001_c0 + cpd15542_c0 => cpd00067_c0 + cpd00009_c0 + cpd15535_c0;1000;0;0;0
387;FLUX;rxn08088_c0;rxn08088_c0;2 cpd00067_c0 + cpd15329_c0 + cpd15268_c0 => cpd11493_c0 + cpd15526_c0;1000;0;0;0
388;FLUX;rxn08810_c0;rxn08810_c0;cpd00001_c0 + cpd15318_c0 <=> cpd00067_c0 + cpd01741_c0 + cpd02090_c0;1000;-1000;0;0
389;FLUX;rxn03541_c0;rxn03541_c0;cpd03917_c0 + cpd02039_c0 <=> cpd00001_c0 + cpd03918_c0;1000;-1000;0;0
390;FLUX;rxn00350_c0;rxn00350_c0;cpd00042_c0 + cpd00001_c0 <=> cpd00023_c0 + cpd01017_c0;1000;-1000;-0.000157249;-0.00157249
391;FLUX;rxn08087_c0;rxn08087_c0;cpd00067_c0 + cpd15326_c0 + cpd15239_c0 => cpd11493_c0 + cpd15525_c0;1000;0;0;0
392;FLUX;rxn01115_c0;rxn01115_c0;cpd00006_c0 + cpd00284_c0 => cpd00011_c0 + cpd00171_c0 + cpd00005_c0;1000;0;1000;0
393;FLUX;rxn08818_c0;rxn08818_c0;cpd00001_c0 + cpd15363_c0 <=> 2 cpd00067_c0 + cpd00080_c0 + cpd03847_c0;1000;-1000;0;0
394;FLUX;rxn10267_c0;rxn10267_c0;cpd00001_c0 + cpd15718_c0 => cpd00067_c0 + cpd00009_c0 + cpd15724_c0;1000;0;0;0
395;FLUX;rxn01128_c0;rxn01128_c0;cpd00367_c0 + cpd00115_c0 <=> cpd00067_c0 + cpd00046_c0 + cpd00177_c0;1000;-1000;1000;-1000
396;FLUX;rxn01396_c0;rxn01396_c0;cpd00002_c0 + cpd00263_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00478_c0;1000;-1000;0;0
397;FLUX;rxn01961_c0;rxn01961_c0;cpd00001_c0 + cpd00497_c0 => cpd00009_c0 + cpd01217_c0;1000;0;0;0
398;FLUX;rxn01517_c0;rxn01517_c0;cpd00002_c0 + cpd00067_c0 + cpd00299_c0 <=> cpd00008_c0 + cpd00978_c0;1000;-1000;0;-999.999
399;FLUX;rxn01807_c0;rxn01807_c0;cpd00002_c0 + cpd00419_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00493_c0;1000;-1000;0.0254025;0.00254025
400;FLUX;rxn01049_c0;rxn01049_c0;cpd00002_c0 + cpd00158_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd02760_c0;1000;-1000;0;0
401;FLUX;rxn01840_c0;rxn01840_c0;cpd00001_c0 + cpd00003_c0 + cpd00464_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd00430_c0;1000;-1000;0;0
402;FLUX;rxn03060_c0;rxn03060_c0;cpd01501_c0 <=> cpd00001_c0 + cpd02597_c0;1000;-1000;0;0
403;FLUX;rxn00866_c0;rxn00866_c0;cpd00067_c0 + cpd00119_c0 <=> cpd00011_c0 + cpd00312_c0;1000;-1000;0;0
404;FLUX;rxn04954_c0;rxn04954_c0;cpd00003_c0 + cpd00345_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd00125_c0;1000;-1000;999.992;-1000
405;FLUX;rxn06253_c0;rxn06253_c0;cpd00006_c0 + cpd11734_c0 <=> cpd00067_c0 + cpd00005_c0 + cpd11854_c0;1000;-1000;1000;-1000
406;FLUX;rxn00713_c0;rxn00713_c0;cpd00249_c0 + cpd00038_c0 <=> cpd00067_c0 + cpd00091_c0 + cpd00031_c0;1000;-1000;999.984;-1000
407;FLUX;rxn10218_c0;rxn10218_c0;cpd11439_c0 + cpd15675_c0 => cpd00067_c0 + cpd00010_c0 + cpd15681_c0;1000;0;0;0
408;FLUX;rxn08258_c0;rxn08258_c0;cpd15440_c0 <=> cpd00001_c0 + cpd15441_c0;1000;-1000;0;0
409;FLUX;rxn00903_c0;rxn00903_c0;cpd00024_c0 + cpd00156_c0 <=> cpd00023_c0 + cpd00123_c0;1000;-1000;-0.0178876;-0.178876
410;FLUX;rxn00980_c0;rxn00980_c0;cpd00001_c0 + cpd00727_c0 => cpd00009_c0 + cpd00139_c0;1000;0;0;0
411;FLUX;rxn01216_c0;rxn01216_c0;cpd00067_c0 + cpd00203_c0 <=> cpd00853_c0;1000;-1000;0;0
412;FLUX;rxn02213_c0;rxn02213_c0;cpd00699_c0 => cpd00001_c0 + cpd01716_c0;1000;0;0.17316;0.017316
413;FLUX;rxn03892_c0;rxn03892_c0;cpd00113_c0 + cpd02591_c0 => cpd00067_c0 + cpd00012_c0 + cpd00906_c0;1000;0;0.00471748;0.000471748
414;FLUX;rxn03871_c0;rxn03871_c0;cpd00001_c0 + cpd06705_c0 <=> 2 cpd00067_c0 + cpd00782_c0;1000;-1000;0;0
415;FLUX;rxn01127_c0;rxn01127_c0;cpd00002_c0 + cpd00067_c0 + cpd00294_c0 <=> cpd00008_c0 + cpd00177_c0;1000;-1000;0;0
416;FLUX;rxn00615_c0;rxn00615_c0;cpd00002_c0 + cpd00100_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00080_c0;1000;-1000;6.87714e-14;6.87714e-14
417;FLUX;rxn06160_c0;rxn06160_c0;cpd00365_c0 + cpd11611_c0 <=> cpd00067_c0 + cpd00010_c0 + cpd12018_c0;1000;-1000;0;0
418;FLUX;rxn05341_c0;rxn05341_c0;cpd00006_c0 + cpd11483_c0 <=> cpd00067_c0 + cpd00005_c0 + cpd11490_c0;1000;-1000;0;0
419;FLUX;rxn01879_c0;rxn01879_c0;cpd00006_c0 + cpd00453_c0 <=> cpd00067_c0 + cpd00005_c0 + cpd03571_c0;1000;-1000;-0.0339717;-0.339717
420;FLUX;rxn00291_c0;rxn00291_c0;cpd00001_c0 + cpd03525_c0 <=> cpd00023_c0 + cpd00036_c0;1000;-1000;-0.0125281;-0.125281
421;FLUX;rxn06870_c0;rxn06870_c0;cpd12044_c0 <=> cpd12868_c0;1000;-1000;0;0
422;FLUX;rxn00743_c0;rxn00743_c0;cpd00001_c0 + cpd00095_c0 => cpd00009_c0 + cpd00157_c0;1000;0;0;0
423;FLUX;rxn01265_c0;rxn01265_c0;cpd00012_c0 + cpd00873_c0 <=> cpd00103_c0 + cpd00218_c0;1000;-1000;-0.000157249;-0.00157249
424;FLUX;rxn00874_c0;rxn00874_c0;cpd00022_c0 + cpd00120_c0 <=> cpd00010_c0 + cpd03123_c0;1000;-1000;0;0
425;FLUX;rxn00834_c0;rxn00834_c0;cpd00001_c0 + cpd00003_c0 + cpd00114_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd00497_c0;1000;-1000;0;-0.0733931
426;FLUX;rxn00704_c0;rxn00704_c0;cpd00089_c0 <=> cpd00079_c0;1000;-1000;999.994;3.87979
427;FLUX;rxn05627_c0;rxn05627_c0;cpd00067_e0[e] + cpd00209_e0[e] <=> cpd00067_c0 + cpd00209_c0;1000;-1000;0;-0.265617
428;FLUX;rxn12642_c0;rxn12642_c0;cpd00001_c0 + cpd11584_c0 <=> cpd00035_c0 + cpd00119_c0;1000;-1000;0;0
429;FLUX;rxn08433_c0;rxn08433_c0;cpd00001_c0 + cpd11474_c0 <=> cpd00067_c0 + cpd11493_c0 + cpd01107_c0;1000;-1000;0;0
430;FLUX;rxn01510_c0;rxn01510_c0;cpd00367_c0 + cpd00241_c0 <=> cpd00067_c0 + cpd00046_c0 + cpd00295_c0;1000;-1000;1000;-1000
431;FLUX;rxn01499_c0;rxn01499_c0;cpd00067_c0 + cpd00291_c0 <=> cpd00011_c0 + cpd02357_c0;1000;-1000;0;0
432;FLUX;rxn10806_c0;rxn10806_c0;2 cpd00067_c0 + 0.5 cpd00007_c0 + cpd15499_c0 => cpd00001_c0 + 2 cpd00067_e0[e] + cpd15500_c0;1000;0;0.00157249;0.000157249
433;FLUX;rxn01101_c0;rxn01101_c0;cpd00003_c0 + cpd00169_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd02069_c0;1000;-1000;0;0
434;FLUX;rxn00355_c0;rxn00355_c0;cpd00062_c0 + cpd00348_c0 <=> cpd00012_c0 + cpd00043_c0;1000;-1000;0;0
435;FLUX;rxn10233_c0;rxn10233_c0;2 cpd00067_c0 + cpd15690_c0 <=> cpd00011_c0 + cpd15696_c0;1000;-1000;0.00540744;0.000540744
436;FLUX;rxn00216_c0;rxn00216_c0;cpd00002_c0 + cpd00027_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00079_c0;1000;-1000;996.12;-1000
437;FLUX;rxn08808_c0;rxn08808_c0;cpd00067_c0 + cpd00001_c0 + cpd12547_c0 => cpd00908_c0 + cpd01080_c0;1000;0;0.106561;0.0106561
438;FLUX;rxn12635_c0;rxn12635_c0;cpd00001_c0 + cpd11591_c0 <=> cpd00033_c0 + cpd00060_c0;1000;-1000;0;0
439;FLUX;rxn00346_c0;rxn00346_c0;cpd00067_c0 + cpd00041_c0 => cpd00011_c0 + cpd00085_c0;1000;0;0.00471748;0.000471748
440;FLUX;rxn00550_c0;rxn00550_c0;cpd00001_c0 + cpd00503_c0 <=> 2 cpd00067_c0 + cpd00009_c0 + cpd00072_c0;1000;-1000;0;0
441;FLUX;rxn00194_c0;rxn00194_c0;cpd00067_c0 + cpd00023_c0 => cpd00011_c0 + cpd00281_c0;1000;0;0.00314498;0.000314498
442;FLUX;rxn00806_c0;rxn00806_c0;cpd00024_c0 + cpd00107_c0 <=> cpd00023_c0 + cpd00200_c0;1000;-1000;-0.0190635;-0.190635
443;FLUX;rxn08178_c0;rxn08178_c0;cpd00067_c0 + cpd00004_c0 + cpd15414_c0 <=> cpd00104_c0 + cpd00001_c0 + cpd00003_c0;1000;-1000;1000;-1000
444;FLUX;rxn03002_c0;rxn03002_c0;cpd00001_c0 + cpd02688_c0 <=> cpd00067_c0 + cpd00009_c0 + cpd02380_c0;1000;-1000;0;0
445;FLUX;rxn05616_c0;rxn05616_c0;cpd00254_c0 <=> cpd00254_e0[e];1000;-1000;996.114;-0.00157249
446;FLUX;rxn08805_c0;rxn08805_c0;cpd00001_c0 + cpd15315_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd15298_c0;1000;-1000;0;0
447;FLUX;rxn01507_c0;rxn01507_c0;cpd00001_c0 + cpd00294_c0 => cpd00009_c0 + cpd00438_c0;1000;0;0;0
448;FLUX;rxn00077_c0;rxn00077_c0;cpd00002_c0 + cpd00003_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00006_c0;1000;-1000;1000;-1000
449;FLUX;rxn01388_c0;rxn01388_c0;cpd00260_c0 <=> cpd00001_c0 + cpd00331_c0;1000;-1000;999.947;-1000
450;FLUX;rxn02391_c0;rxn02391_c0;cpd02603_c0 <=> cpd02601_c0;1000;-1000;0;0
451;FLUX;rxn02897_c0;rxn02897_c0;cpd00873_c0 + cpd01997_c0 <=> cpd00067_c0 + cpd00218_c0 + cpd02904_c0;1000;-1000;0.00157249;0.000157249
452;FLUX;rxn10217_c0;rxn10217_c0;cpd11437_c0 + cpd15674_c0 => cpd00067_c0 + cpd00010_c0 + cpd15680_c0;1000;0;0;0
453;FLUX;rxn02277_c0;rxn02277_c0;cpd00002_c0 + cpd00011_c0 + cpd00764_c0 => 3 cpd00067_c0 + cpd00009_c0 + cpd00008_c0 + cpd01311_c0;1000;0;0;0
454;FLUX;rxn00166_c0;rxn00166_c0;cpd00550_c0 => cpd00020_c0 + cpd00013_c0;1000;0;0;0
455;FLUX;rxn00134_c0;rxn00134_c0;cpd00002_c0 + cpd00182_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00018_c0;1000;-1000;996.115;0.000943495
456;FLUX;rxn09199_c0;rxn09199_c0;2 cpd00067_c0 + cpd15554_c0 <=> cpd00011_c0 + cpd15530_c0;1000;-1000;0;0
457;FLUX;rxn11768_c0;rxn11768_c0;cpd00001_c0 + cpd00003_c0 + cpd02832_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd16422_c0;1000;-1000;0;0
458;FLUX;rxn00141_c0;rxn00141_c0;cpd00001_c0 + cpd00019_c0 <=> cpd00135_c0 + cpd00182_c0;1000;-1000;0.00943495;0.000943495
459;FLUX;rxn07056_c0;rxn07056_c0;cpd00001_c0 + cpd11636_c0 <=> cpd00013_c0 + cpd00049_c0;1000;-1000;0;0
460;FLUX;rxn14294_c0;rxn14294_c0;cpd00350_c0 <=> cpd00067_c0 + cpd00012_c0 + cpd06559_c0;1000;-1000;0;0
461;FLUX;rxn00186_c0;rxn00186_c0;cpd00002_c0 + 2 cpd00001_c0 + cpd01293_c0 => cpd00067_c0 + cpd00009_c0 + cpd00008_c0 + cpd00023_c0;1000;0;0;0
462;FLUX;rxn01241_c0;rxn01241_c0;cpd00003_c0 + cpd00449_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd00213_c0;1000;-1000;0;0
463;FLUX;rxn11720_c0;rxn11720_c0;cpd00001_c0 + cpd15297_c0 <=> 2 cpd00067_c0 + cpd00010_c0 + cpd05235_c0;1000;-1000;0;0
464;FLUX;rxn00763_c0;rxn00763_c0;cpd00003_c0 + cpd00100_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd00448_c0;1000;-1000;1000;-1000
465;FLUX;rxn00007_c0;rxn00007_c0;cpd00001_c0 + cpd00794_c0 <=> 2 cpd00027_c0;1000;-1000;-3.88614;-1000
466;FLUX;rxn08811_c0;rxn08811_c0;cpd00001_c0 + cpd15319_c0 <=> cpd00067_c0 + cpd02090_c0 + cpd03847_c0;1000;-1000;0;0
467;FLUX;rxn00912_c0;rxn00912_c0;cpd00001_c0 + cpd00125_c0 + cpd00123_c0 <=> cpd00087_c0 + cpd00712_c0;1000;-1000;0.00314498;0.000314498
468;FLUX;rxn02928_c0;rxn02928_c0;cpd00003_c0 + cpd02465_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd02120_c0;1000;-1000;999.984;-1000
469;FLUX;rxn08819_c0;rxn08819_c0;cpd00001_c0 + cpd15362_c0 => 2 cpd00067_c0 + cpd00080_c0 + cpd15298_c0;1000;0;0;0
470;FLUX;rxn03849_c0;rxn03849_c0;cpd00001_c0 + cpd03963_c0 <=> cpd00013_c0 + cpd00742_c0;1000;-1000;0;0
471;FLUX;rxn03512_c0;rxn03512_c0;3 cpd00067_c0 + cpd03835_c0 <=> cpd03832_c0;1000;-1000;0;0
472;FLUX;rxn01291_c0;rxn01291_c0;cpd00006_c0 + cpd00417_c0 <=> cpd00067_c0 + cpd00005_c0 + cpd00224_c0;1000;-1000;1000;-1000
473;FLUX;rxn10212_c0;rxn10212_c0;cpd00067_c0 + cpd15331_c0 + cpd01695_c0 => cpd00010_c0 + cpd15522_c0;1000;0;0;0
474;FLUX;rxn08294_c0;rxn08294_c0;cpd00002_c0 + cpd15306_c0 <=> cpd00008_c0 + cpd15521_c0;1000;-1000;0;0
475;FLUX;rxn01602_c0;rxn01602_c0;cpd00006_c0 + cpd00330_c0 <=> cpd00067_c0 + cpd00005_c0 + cpd00393_c0;1000;-1000;0;0
476;FLUX;rxn00794_c0;rxn00794_c0;cpd00001_c0 + cpd01301_c0 <=> cpd00104_c0 + cpd00013_c0;1000;-1000;0;0
477;FLUX;rxn01761_c0;rxn01761_c0;cpd00396_c0 <=> cpd00642_c0;1000;-1000;0;0
478;FLUX;rxn06313_c0;rxn06313_c0;cpd11611_c0 + cpd02749_c0 <=> cpd00067_c0 + cpd00010_c0 + cpd11789_c0;1000;-1000;0;0
479;FLUX;rxn02927_c0;rxn02927_c0;2 cpd00067_c0 + 2 cpd00001_c0 + cpd02103_c0 <=> cpd00011_c0 + 2 cpd00013_c0 + cpd02160_c0;1000;-1000;-0.0125281;-0.125281
480;FLUX;rxn01521_c0;rxn01521_c0;cpd00001_c0 + cpd00299_c0 => cpd00009_c0 + cpd00412_c0;1000;0;996.114;0
481;FLUX;rxn12636_c0;rxn12636_c0;cpd00067_c0 + cpd00001_c0 + cpd11590_c0 <=> cpd00060_c0 + cpd00035_c0;1000;-1000;0;0
482;FLUX;rxn11759_c0;rxn11759_c0;cpd00103_c0 + cpd04810_c0 <=> cpd00012_c0 + cpd16438_c0;1000;-1000;0;0
483;FLUX;rxn01835_c0;rxn01835_c0;cpd00003_c0 + cpd03571_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd00428_c0;1000;-1000;-0.0339717;-0.339717
484;FLUX;rxn02700_c0;rxn02700_c0;cpd00001_c0 + cpd01790_c0 <=> cpd01391_c0;1000;-1000;0;0
485;FLUX;rxn01975_c0;rxn01975_c0;cpd00006_c0 + cpd00863_c0 <=> cpd00067_c0 + cpd00005_c0 + cpd00911_c0;1000;-1000;996.614;-999.506
486;FLUX;rxn00700_c0;rxn00700_c0;cpd00089_c0 + cpd00038_c0 <=> cpd00012_c0 + cpd00315_c0;1000;-1000;0;0
487;FLUX;rxn02373_c0;rxn02373_c0;cpd00009_c0 + cpd00006_c0 + cpd00858_c0 <= cpd00067_c0 + cpd00005_c0 + cpd02097_c0;0;-1000;0;0
488;FLUX;rxn01893_c0;rxn01893_c0;cpd00001_c0 + cpd00461_c0 => cpd02258_c0;1000;0;0;0
489;FLUX;rxn03094_c0;rxn03094_c0;cpd00001_c0 + cpd03245_c0 <=> cpd00033_c0 + cpd02733_c0;1000;-1000;0;0
490;FLUX;rxn00119_c0;rxn00119_c0;cpd00002_c0 + cpd00067_c0 + cpd00091_c0 <=> cpd00008_c0 + cpd00014_c0;1000;-1000;0.114241;0.0114241
491;FLUX;rxn00709_c0;rxn00709_c0;cpd00002_c0 + cpd00249_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00091_c0;1000;-1000;1000;-1000
492;FLUX;rxn08179_c0;rxn08179_c0;cpd00067_c0 + cpd00005_c0 + cpd15414_c0 <=> cpd00104_c0 + cpd00001_c0 + cpd00006_c0;1000;-1000;1000;-1000
493;FLUX;rxn05468_c0;rxn05468_c0;cpd00007_e0[e] <=> cpd00007_c0;1000;-1000;-0.0475787;-0.492345
494;FLUX;rxn01466_c0;rxn01466_c0;cpd00113_c0 + cpd00283_c0 => cpd00067_c0 + cpd00012_c0 + cpd00350_c0;1000;0;0.0174187;0.00174187
495;FLUX;rxn01674_c0;rxn01674_c0;cpd00356_c0 + cpd00249_c0 <=> cpd00067_c0 + cpd00533_c0 + cpd00091_c0;1000;-1000;999.999;-1000
496;FLUX;rxn00974_c0;rxn00974_c0;cpd00137_c0 <=> cpd00001_c0 + cpd00331_c0;1000;-1000;1000;-999.947
497;FLUX;rxn01948_c0;rxn01948_c0;cpd00067_c0 + cpd00490_c0 <=> cpd00011_c0 + cpd00579_c0;1000;-1000;0;0
498;FLUX;rxn05740_c0;rxn05740_c0;cpd00009_c0 + cpd00155_c0 <=> cpd00089_c0 + cpd15302_c0;1000;-1000;0;0
499;FLUX;rxn09203_c0;rxn09203_c0;2 cpd00067_c0 + cpd15558_c0 <=> cpd00011_c0 + cpd15534_c0;1000;-1000;0;0
500;FLUX;rxn01225_c0;rxn01225_c0;cpd00067_c0 + cpd00001_c0 + cpd00207_c0 <=> cpd00013_c0 + cpd00309_c0;1000;-1000;-0.00848911;-0.158284
501;FLUX;rxn01679_c0;rxn01679_c0;cpd00249_c0 + cpd00358_c0 <=> cpd00067_c0 + cpd00091_c0 + cpd00978_c0;1000;-1000;1000;-1000
502;FLUX;rxn01171_c0;rxn01171_c0;cpd00027_c0 <=> cpd00190_c0;1000;-1000;996.614;-999.506
